"Статус сверки";"Артикул";"Номенклатура Excel";"Номенклатура 1С";"Единица Excel";"Единица 1С";"Тип Excel";"Вид номенклатуры 1С";"Тип номенклатуры 1С";"Плановая цена Excel";"Плановая цена 1С";"Дата цены 1С";"Ассортимент Excel";"Ассортимент 1С";"Группировка бренда Excel";"Группировка бренда 1С"
"OK";"EPS003";"Epsom.pro Солнцезащитное молочко для тела SPF 30 с магнием,150 мл";"Epsom.pro Солнцезащитное молочко для тела SPF 30 с магнием,150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"70.16";"70,16";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"EPS006";"Epsom.pro Сыворотка активатор роста, 50 мл";"Epsom.pro Сыворотка активатор роста, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"27.18";"27,18";"2025-12-17T16:23:50";"НОВИНКА";"НОВИНКА";"СТМ";"СТМ"
"OK";"EPS004";"Epsom.pro Успокаивающее молочко для тела после загара с магнием, 200 мл";"Epsom.pro Успокаивающее молочко для тела после загара с магнием, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"34.07";"34,07";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"ESAUL002";"ESAUL Гель для душа KIMY BABE, 250 мл";"ESAUL Гель для душа KIMY BABE, 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"ESAUL003";"ESAUL Гель для душа LARMES DE ROSE, 250 мл";"ESAUL Гель для душа LARMES DE ROSE, 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"ESAUL001";"ESAUL Гель для душа, 250 мл";"ESAUL Гель для душа, 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"ESHE001";"ESHE Маска для лица, 50 мл";"ESHE Маска для лица, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"240.55";"240,55";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"EUR002";"EUROFOOT Крем для ног cream plus, 50 мл";"EUROFOOT Крем для ног cream plus, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"40.049999999999997";"40,05";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"EUR001";"EUROFOOT Флюид для ногтей, 10 мл";"EUROFOOT Флюид для ногтей, 10 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"48.41";"48,41";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"EUR003";"EUROFOOT Флюид для ногтей, 10 мл";"EUROFOOT Флюид для ногтей, 10 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"В разработке";"В разработке";"СТМ";"СТМ"
"OK";"EWA001";"EWA BEAUTY Спрей-автозагар для лица , 100 мл";"EWA BEAUTY Спрей-автозагар для лица , 100 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"45.12";"45,12";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FEM006";"FEMIO Крем для лица AHA BHA PHA, 50 мл.";"FEMIO Крем для лица AHA BHA PHA, 50 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"28.86";"28,86";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"FEM001";"FEMIO Крем для лица с пробиотиками, 50 мл.";"FEMIO Крем для лица с пробиотиками, 50 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"36.1";"36,1";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"FEM002";"FEMIO Сыворотка для лица AHA BHA и цинк, 30 мл.";"FEMIO Сыворотка для лица AHA BHA и цинк, 30 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"18.62";"18,62";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"FEM004";"FEMIO Сыворотка для лица с ниацинамидом 10% и цинком 1%, 30 мл.";"FEMIO Сыворотка для лица с ниацинамидом 10% и цинком 1%, 30 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"15.84";"15,84";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"FEM005";"FEMIO Сыворотка для лицас ретинолом и ниацинамидом, 30 мл.";"FEMIO Сыворотка для лицас ретинолом и ниацинамидом, 30 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"39.67";"39,67";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"FEM003";"FEMIO Тонер AHA BHA PHA, 150 мл.";"FEMIO Тонер AHA BHA PHA, 150 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"29.77";"29,77";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"FLAX001";"FLEX Сыворотка с SPF Serum, 30 мл";"FLEX Сыворотка с SPF Serum, 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"79.73";"79,73";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FB001";"FORCE BEARDS Масло для бороды, 50 мл";"FORCE BEARDS Масло для бороды, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"86.59";"86,59";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"F3029";"FORISE  Крем spf 30, 30 мл";"FORISE  Крем spf 30, 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"26.62";"26,62";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"F3030";"FORISE  Крем spf 30, 50 мл";"FORISE  Крем spf 30, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"38.49";"38,49";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"F3023";"FORISE Гель для умывания с черной икрой, 150 мл";"FORISE Гель для умывания с черной икрой, 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"31.77";"31,77";"2025-12-17T16:23:50";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"F3021";"FORISE Крем для век увлажняющий, 20 мл";"FORISE Крем для век увлажняющий, 20 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"F3027";"FORISE Крем для кожи вокруг глаз с черной икрой, 20 мл";"FORISE Крем для кожи вокруг глаз с черной икрой, 20 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"9.08";"9,08";"2025-12-17T16:23:50";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"F3028";"FORISE Крем для лица SPF 30, 50 мл";"FORISE Крем для лица SPF 30, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"30.3";"30,3";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"F3017";"FORISE Мицеллярная вода для всех типов, 150 мл";"FORISE Мицеллярная вода для всех типов, 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"15.39";"15,39";"2025-12-17T16:23:50";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"F3024";"FORISE Сыворотка с экстрактом черной икры, 30 мл";"FORISE Сыворотка с экстрактом черной икры, 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"9.35";"9,35";"2025-12-17T16:23:50";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"BOT018";"FORISE Тоник-мист увлажняющий для лица, 150 мл";"FORISE Тоник-мист увлажняющий для лица, 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"15.28";"15,28";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"F3025";"FORISE Филлер-миорелаксант с черной икрой, 20 мл";"FORISE Филлер-миорелаксант с черной икрой, 20 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"2.7";"2,7";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"FORT001";"FORTUNE Тоник, 200 мл";"FORTUNE Тоник, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"24.92";"24,92";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"FOURSKIN001";"FOURSKIN Масло для тела, 150 мл";"FOURSKIN Масло для тела, 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"45.29";"45,29";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"FR002";"FRANTS Бальзам для волос зеркальный блеск, 250 мл";"FRANTS Бальзам для волос зеркальный блеск, 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"81.84";"81,84";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FR001";"FRANTS Шампунь для волос зеркальный блеск, 250 мл";"FRANTS Шампунь для волос зеркальный блеск, 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"69.72";"69,72";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FRE002_1";"FREEMAN  Бальзам для животных White Grape, бочка";"FREEMAN  Бальзам для животных White Grape, бочка";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"37615.68";"37615,68";"2025-12-17T16:23:50";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"FRE001_1";"FREEMAN  Шампунь для животных White Grape, бочка";"FREEMAN  Шампунь для животных White Grape, бочка";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"35789.14";"35789,14";"2025-12-17T16:23:50";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"FRE005";"FREEMAN Бальзам для животных WHITE GRAPE , 5 л";"FREEMAN Бальзам для животных WHITE GRAPE , 5 л";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"972.73";"972,73";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"";""
"OK";"FRE006";"FREEMAN Маска для шерсти животных WHITE GRAPE , 1 л";"FREEMAN Маска для шерсти животных WHITE GRAPE , 1 л";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"285.55";"285,55";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"";""
"OK";"FRE006_1";"FREEMAN Маска для шерсти животных WHITE GRAPE , 1 л рефилл";"FREEMAN Маска для шерсти животных WHITE GRAPE , 1 л рефилл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"285.55";"285,55";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"FRE003_1";"FREEMAN Маска для шерсти животных WHITE GRAPE, бочка";"FREEMAN Маска для шерсти животных WHITE GRAPE, бочка";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"FRE004";"FREEMAN Шампунь для животных WHITE GRAPE, 5 л";"FREEMAN Шампунь для животных WHITE GRAPE, 5 л";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"964.54";"964,54";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"";""
"OK";"GAK002";"GAK Жидкое мыло, 250 мл";"GAK Жидкое мыло, 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"GAK004";"GAK Жидкое мыло, 250 мл (отдушка gak1), 250 мл";"GAK Жидкое мыло, 250 мл (отдушка gak1), 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"GAK001";"GAK Крем для рук , 250 мл";"GAK Крем для рук , 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"GAK003";"GAK Крем для рук (отдушка gak1) , 250 мл";"GAK Крем для рук (отдушка gak1) , 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"GAN006";"GANIBAL Масло для бороды, 30 мл";"GANIBAL Масло для бороды, 30 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"56.05";"56,05";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GAN006_1";"GANIBAL Масло для бороды, 30 мл fulfillment";"GANIBAL Масло для бороды, 30 мл fulfillment";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GAN002";"GANNIBAL Гель для душа с ZINC PCA, КИСЛОТАМИ и VETIVER ROOT oil, 250 мл";"GANNIBAL Гель для душа с ZINC PCA, КИСЛОТАМИ и VETIVER ROOT oil, 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"87.7";"87,7";"2025-12-17T16:23:50";"основной ассортимент";"основной ассортимент";"СТМ";"СТМ"
"OK";"GAN002_1";"GANNIBAL Гель для душа с ZINC PCA, КИСЛОТАМИ и VETIVER ROOT oil, 250 мл fulfillment";"GANNIBAL Гель для душа с ZINC PCA, КИСЛОТАМИ и VETIVER ROOT oil, 250 мл fulfillment";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GAN005";"GANNIBAL Гель для умывания с ZINC PCA, НИАЦИНАМИДОМ и VETIVER ROOT oil, 150 мл";"GANNIBAL Гель для умывания с ZINC PCA, НИАЦИНАМИДОМ и VETIVER ROOT oil, 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"53.47";"53,47";"2025-12-17T16:23:50";"основной ассортимент";"основной ассортимент";"СТМ";"СТМ"
"OK";"GAN005_1";"GANNIBAL Гель для умывания с ZINC PCA, НИАЦИНАМИДОМ и VETIVER ROOT oil, 150 мл fulfillment";"GANNIBAL Гель для умывания с ZINC PCA, НИАЦИНАМИДОМ и VETIVER ROOT oil, 150 мл fulfillment";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"80.8";"80,8";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GAN004";"GANNIBAL Крем для лица с витамином С, церамидами и VETIVER ROOT oil, 60 мл";"GANNIBAL Крем для лица с витамином С, церамидами и VETIVER ROOT oil, 60 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"74.819999999999993";"74,82";"2025-12-17T16:23:50";"основной ассортимент";"основной ассортимент";"СТМ";"СТМ"
"OK";"GAN004_1";"GANNIBAL Крем для лица с витамином С, церамидами и VETIVER ROOT oil, 60 мл fulfillment";"GANNIBAL Крем для лица с витамином С, церамидами и VETIVER ROOT oil, 60 мл fulfillment";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GAN003";"GANNIBAL Шампунь для бороды с кофеином, биотином и VETIVER ROOT oil, 150 мл";"GANNIBAL Шампунь для бороды с кофеином, биотином и VETIVER ROOT oil, 150 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"40.299999999999997";"40,3";"2025-12-17T16:23:50";"основной ассортимент";"основной ассортимент";"СТМ";"СТМ"
"OK";"GAN003_1";"GANNIBAL Шампунь для бороды с кофеином, биотином и VETIVER ROOT oil, 150 мл fulfillment";"GANNIBAL Шампунь для бороды с кофеином, биотином и VETIVER ROOT oil, 150 мл fulfillment";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GAN001";"GANNIBAL Шампунь для волос с ZINC PCA и VETIVER ROOT oil, 250 мл";"GANNIBAL Шампунь для волос с ZINC PCA и VETIVER ROOT oil, 250 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"65.400000000000006";"65,4";"2025-12-17T16:23:50";"основной ассортимент";"основной ассортимент";"СТМ";"СТМ"
"OK";"GAN001_1";"GANNIBAL Шампунь для волос с ZINC PCA и VETIVER ROOT oil, 250 мл fulfillment";"GANNIBAL Шампунь для волос с ZINC PCA и VETIVER ROOT oil, 250 мл fulfillment";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"Gents005";"GENTS Cosmetics Гель для душа отшелушивающий (Exfoliating shower gel), 250 мл.";"GENTS Cosmetics Гель для душа отшелушивающий (Exfoliating shower gel), 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"Gents015";"GENTS Cosmetics Гель для очищения лица и бороды (Face and beard cleanser), 200 мл.";"GENTS Cosmetics Гель для очищения лица и бороды (Face and beard cleanser), 200 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"Gents013";"GENTS Cosmetics Глубоко отшелушивающий скраб для лица (Deep exfoliating facial scrub), 250 мл.";"GENTS Cosmetics Глубоко отшелушивающий скраб для лица (Deep exfoliating facial scrub), 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"Gents008";"GENTS Cosmetics Кондиционер для волос (Hair conditioner), 250 мл.";"GENTS Cosmetics Кондиционер для волос (Hair conditioner), 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"Gents007";"GENTS Cosmetics Масло для бороды (Beard oil), 100 мл.";"GENTS Cosmetics Масло для бороды (Beard oil), 100 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"Gents006";"GENTS Cosmetics Масло для бороды (Beard oil), 30 мл.";"GENTS Cosmetics Масло для бороды (Beard oil), 30 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"Gents010";"GENTS Cosmetics Паста для укладки волос подвижной фиксации (Hair paste. Movable hold), 250 мл.";"GENTS Cosmetics Паста для укладки волос подвижной фиксации (Hair paste. Movable hold), 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"Gents009";"GENTS Cosmetics Паста для укладки волос подвижной фиксации (Hair paste. Movable hold), 55 мл.";"GENTS Cosmetics Паста для укладки волос подвижной фиксации (Hair paste. Movable hold), 55 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"Gents011";"GENTS Cosmetics Паста для укладки волос средней фиксации (Hair paste Medium hold), 55 мл.";"GENTS Cosmetics Паста для укладки волос средней фиксации (Hair paste Medium hold), 55 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"Gents012";"GENTS Cosmetics Паста для укладкиволос средней фиксации (Hair paste Medium hold), 250 мл.";"GENTS Cosmetics Паста для укладкиволос средней фиксации (Hair paste Medium hold), 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"Gents014";"GENTS Cosmetics Спрей с морской солью (Sea salt spray), 200 мл.";"GENTS Cosmetics Спрей с морской солью (Sea salt spray), 200 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"Gents002";"GENTS Cosmetics Шампунь против перхоти (Anti-hair lossshampoo), 250 мл.";"GENTS Cosmetics Шампунь против перхоти (Anti-hair lossshampoo), 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"Gents003";"GENTS Cosmetics Шампунь увлажняющий и питающий (Hydrating and nourishing shampoo), 1000 мл.";"GENTS Cosmetics Шампунь увлажняющий и питающий (Hydrating and nourishing shampoo), 1000 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"Gents001";"GENTS Cosmetics Шампунь увлажняющий и питающий (Hydrating and nourishing shampoo), 250 мл.";"GENTS Cosmetics Шампунь увлажняющий и питающий (Hydrating and nourishing shampoo), 250 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"Gents004";"GENTS Cosmetics Шампунь увлажняющий и питающий (Hydrating and nourishing shampoo), 5000 мл.";"GENTS Cosmetics Шампунь увлажняющий и питающий (Hydrating and nourishing shampoo), 5000 мл.";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"ВЫВЕДЕНО";"ВЫВЕДЕНО";"СТМ";"СТМ"
"OK";"200026G";"Gigamax Набор СуперСила для повышения потенции";"Gigamax Набор СуперСила для повышения потенции";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"АРХИВ";"АРХИВ";"GSS";"GSS"
"OK";"GLB004";"GLOW LOW Антицеллюлитное масло для тела, 300 мл";"GLOW LOW Антицеллюлитное масло для тела, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"26.93";"26,93";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GLB001";"GLOW LOW Антицеллюлитный скраб LIKE A DIAMOND, 300 мл";"GLOW LOW Антицеллюлитный скраб LIKE A DIAMOND, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"97.1";"97,1";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"GLB002";"GLOW LOW Баттер для тела Манго, 300 мл";"GLOW LOW Баттер для тела Манго, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"74.040000000000006";"74,04";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"GLB015";"GLOW LOW Двухфазный солнцезащитный спрей с SPF30, 200 мл";"GLOW LOW Двухфазный солнцезащитный спрей с SPF30, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"73.66";"73,66";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GLB018";"GLOW LOW Двухфазный солнцезащитный спрей с SPF30, 200 мл+GLOW LOW Успокаивающее молочко-пролонгатор загара, 200 мл";"GLOW LOW Двухфазный солнцезащитный спрей с SPF30, 200 мл+GLOW LOW Успокаивающее молочко-пролонгатор загара, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"";;"";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GLB006";"GLOW LOW Кондиционер для блеска и защиты цвета окрашенных волос, 300 мл";"GLOW LOW Кондиционер для блеска и защиты цвета окрашенных волос, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"43.1";"43,1";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
"OK";"GLB005";"GLOW LOW Маска для блеска и защиты цвета окрашенных волос, 300 мл";"GLOW LOW Маска для блеска и защиты цвета окрашенных волос, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"59.25";"59,25";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GLB008";"GLOW LOW Питательный гель для душа с ароматом жасмина и зеленого чая, 300 мл";"GLOW LOW Питательный гель для душа с ароматом жасмина и зеленого чая, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"46.37";"46,37";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GLB010";"GLOW LOW Смягчающий гель для душа с ароматом соленой карамели, 300 мл";"GLOW LOW Смягчающий гель для душа с ароматом соленой карамели, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"37.15";"37,15";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GLB017";"GLOW LOW Солнцезащитный флюид для лица с SPF50, 50 мл";"GLOW LOW Солнцезащитный флюид для лица с SPF50, 50 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"43.93";"43,93";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GLB014";"GLOW LOW Спрей-сыворотка для волос 15 в 1, 200 мл";"GLOW LOW Спрей-сыворотка для волос 15 в 1, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"33.29";"33,29";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GLB013";"GLOW LOW Текстурирующий солевой спрей для волос, 200 мл";"GLOW LOW Текстурирующий солевой спрей для волос, 200 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"27.41";"27,41";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GLB009";"GLOW LOW Увлажняющий гель для душа с ароматом смородины, 300 мл";"GLOW LOW Увлажняющий гель для душа с ароматом смородины, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"39.18";"39,18";"2025-12-17T16:23:50";"Основной ассортимент";"Основной ассортимент";"СТМ";"СТМ"
"OK";"GLB003";"GLOW LOW Увлажняющий крем для тела EASY CARE, 300 мл";"GLOW LOW Увлажняющий крем для тела EASY CARE, 300 мл";"шт";"шт";"Готовая продукция";"Готовая продукция";"Товар";"62.47";"62,47";"2025-12-17T16:23:50";"АРХИВ";"АРХИВ";"СТМ";"СТМ"
